City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,puerto natales,-51.7236,-72.4875,13.25,41,75,10.8,CL,1702490434
1,piton saint-leu,-21.2196,55.3151,24.06,78,40,2.06,RE,1702490435
2,gidole,5.65,37.3667,17.66,66,93,0.26,ET,1702490438
3,coquimbo,-29.9533,-71.3436,18.85,72,20,6.17,CL,1702490440
4,nemuro,43.3236,145.575,-3.74,60,16,11.33,JP,1702490440
5,boksitogorsk,59.474,33.8485,-8.55,90,100,4.52,RU,1702490441
6,swakopmund,-22.6833,14.5333,18.47,76,48,1.34,NA,1702490441
7,santana,-0.0583,-51.1817,35.1,49,40,7.2,BR,1702490442
8,avarua,-21.2078,-159.775,26.03,89,75,4.63,CK,1702490415
9,arno,60.1167,18.6333,-1.23,88,100,6.2,SE,1702490443
10,peniche,39.3558,-9.3811,14.2,63,3,7.9,PT,1702490444
11,waitangi,-43.9535,-176.5597,9.9,94,74,4.02,NZ,1702490445
12,udachny,66.4167,112.4,-27.53,75,100,4.69,RU,1702490446
13,polyarnyy,69.1989,33.4478,-19.3,100,87,3.69,RU,1702490446
14,hawaiian paradise park,19.5933,-154.9731,20.57,94,45,1.42,US,1702490447
15,tiksi,71.6872,128.8694,-17.58,98,100,4.31,RU,1702490448
16,port elizabeth,-33.918,25.5701,19.5,82,40,6.69,ZA,1702490449
17,narrabri,-30.3167,149.7833,23.07,59,100,4.76,AU,1702490449
18,okhotsk,59.3833,143.3,-21.37,78,100,9.26,RU,1702490450
19,olonkinbyen,70.9221,-8.7187,0.88,98,100,8.75,SJ,1702490450
20,necochea,-38.5473,-58.7368,22.11,30,0,6.14,AR,1702490451
21,pimentel,-6.8367,-79.9342,27.16,57,0,6.69,PE,1702490451
22,carnarvon,-24.8667,113.6333,24.53,60,0,9.65,AU,1702490452
23,as sulayyil,20.4607,45.5779,23.14,49,76,3.98,SA,1702490452
24,lata,40.1629,-8.3327,12.67,88,4,1.77,PT,1702490453
25,san patricio,28.017,-97.5169,21.92,88,100,7.55,US,1702490453
26,saipan,15.1355,145.701,27.39,83,75,5.66,MP,1702490453
27,lebu,-37.6167,-73.65,14.75,67,0,8.51,CL,1702490454
28,ushuaia,-54.8,-68.3,11.79,57,75,9.77,AR,1702490455
29,xai-xai,-25.0519,33.6442,23.76,75,100,4.83,MZ,1702490455
30,adamstown,-25.066,-130.1015,23.08,83,82,5.06,PN,1702490456
31,vorgashor,67.5833,63.95,-16.73,96,100,4.61,RU,1702490457
32,hafar al-batin,28.4328,45.9708,17.32,48,0,3.6,SA,1702490457
33,la grande,45.3246,-118.0877,1.8,86,41,3.71,US,1702490457
34,st. john's,47.5649,-52.7093,4.43,74,75,7.72,CA,1702490422
35,nyala,12.05,24.8833,22.5,20,18,7.87,SD,1702490458
36,qaqortoq,60.7167,-46.0333,-10.91,55,1,9.41,GL,1702490459
37,petropavlovsk-kamchatsky,53.0452,158.6483,-6.67,58,75,8.0,RU,1702490459
38,superior,46.7208,-92.1041,0.82,56,0,3.6,US,1702490459
39,nova xavantina,-14.6667,-52.35,33.38,44,69,1.75,BR,1702490458
40,whitehorse,60.7161,-135.0538,-3.88,81,40,4.12,CA,1702490166
41,albany,42.6001,-73.9662,4.21,57,13,0.89,US,1702490404
